0,0,0
0,0,0
0,0,0
1,0,0
1,0,0
1,0,0
2,1,0
2,1,0
3,1,0
3,1,0
3,1,0
4,2,0
4,2,0
5,2,0
5,2,0
5,2,0
5,2,0
5,2,0
6,3,0
6,3,0
6,3,0
6,3,0
6,3,0
7,3,0
7,3,0
7,3,0
7,3,0
8,3,0
8,3,0
8,3,0
8,3,0
8,3,0
8,3,0
9,4,1
9,4,1
10,4,1
10,4,1
10,4,1
11,4,1
11,4,1
12,4,1
12,4,1
12,4,1
13,5,1
13,5,1
13,5,1
13,5,1
13,5,1
14,5,1
14,5,1
14,5,1
14,5,1
15,5,1
15,5,1
15,5,1
15,5,1
16,5,1
16,5,1
16,5,1
16,5,1
17,5,1
17,5,1
17,5,1
18,6,2
18,6,2
18,6,2
19,6,2
19,6,2
19,6,2
20,7,2
20,7,2
20,7,2
20,7,2
21,7,2
21,7,2
22,8,2
22,8,2
22,8,2
22,8,2
23,8,2
23,8,2
24,9,2
24,9,2
24,9,2
25,9,2
25,9,2
26,9,2
26,9,2
