0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
1,0,0
1,0,0
1,0,0
1,0,0
2,0,0
2,0,0
3,0,0
3,0,0
3,0,0
4,1,0
4,1,0
5,1,0
5,1,0
5,1,0
6,2,0
6,2,0
6,2,0
7,2,0
7,2,0
7,2,0
8,2,0
8,2,0
8,2,0
9,3,0
9,3,0
9,3,0
9,3,0
9,3,0
10,3,0
10,3,0
11,3,0
11,3,0
11,3,0
12,3,0
12,3,0
12,3,0
13,3,0
13,3,0
14,3,0
14,3,0
15,4,1
15,4,1
16,4,1
16,4,1
16,4,1
16,4,1
17,4,1
17,4,1
17,4,1
18,4,1
18,4,1
18,4,1
19,4,1
19,4,1
19,4,1
19,4,1
20,4,1
20,4,1
20,4,1
20,4,1
21,4,1
21,4,1
21,4,1
21,4,1
21,4,1
21,4,1
22,5,1
22,5,1
23,5,1
23,5,1
23,5,1
23,5,1
24,6,1
24,6,1
24,6,1
25,6,1
25,6,1
25,6,1
25,6,1
26,6,1
26,6,1
27,7,1
27,7,1
27,7,1
27,7,1
28,7,1
28,7,1
29,8,2
29,8,2
29,8,2
29,8,2
29,8,2
29,8,2
30,8,2
30,8,2
30,8,2
30,8,2
30,8,2
31,8,2
31,8,2
31,8,2
31,8,2
32,9,2
32,9,2
33,9,2
33,9,2
34,9,2
34,9,2
34,9,2
34,9,2
35,9,2
35,9,2
35,9,2
35,9,2
35,9,2
36,10,2
36,10,2
36,10,2
36,10,2
37,10,2
37,10,2
38,10,2
38,10,2
38,10,2
38,10,2
38,10,2
39,11,2
39,11,2
39,11,2
39,11,2
39,11,2
40,11,2
40,11,2
40,11,2
41,11,2
41,11,2
41,11,2
41,11,2
42,12,2
42,12,2
42,12,2
43,12,2
43,12,2
43,12,2
44,12,2
44,12,2
44,12,2
44,12,2
44,12,2
45,12,2
45,12,2
45,12,2
45,12,2
45,12,2
45,12,2
46,13,3
46,13,3
46,13,3
46,13,3
47,13,3
47,13,3
47,13,3
47,13,3
48,13,3
48,13,3
48,13,3
49,13,3
49,13,3
49,13,3
49,13,3
50,14,3
50,14,3
50,14,3
50,14,3
51,14,3
51,14,3
52,14,3
52,14,3
53,14,3
53,14,3
53,14,3
